Embryo	Sample	Stage	Day	lineage	Cell
E7_4	E7.4.193.1	lateICM_E7	E7	trophectoderm	1
E7_4	E7.4.193.2	lateICM_E7	E7	trophectoderm	2
E7_4	E7.4.194	lateICM_E7	E7	trophectoderm	194
E7_4	E7.4.195	lateICM_E7	E7	trophectoderm	195
E7_4	E7.4.196	lateICM_E7	E7	trophectoderm	196
E7_4	E7.4.197	lateICM_E7	E7	trophectoderm	197
E7_4	E7.4.198	lateICM_E7	E7	trophectoderm	198
E7_4	E7.4.200	lateICM_E7	E7	trophectoderm	200
E7_4	E7.4.202	lateICM_E7	E7	trophectoderm	202
E7_4	E7.4.203	lateICM_E7	E7	trophectoderm	203
E7_4	E7.4.204	lateICM_E7	E7	trophectoderm	204
E7_4	E7.4.205	lateICM_E7	E7	trophectoderm	205
E7_4	E7.4.206	lateICM_E7	E7	trophectoderm	206
E7_4	E7.4.207	lateICM_E7	E7	trophectoderm	207
E7_4	E7.4.208	lateICM_E7	E7	trophectoderm	208
E7_4	E7.4.209	lateICM_E7	E7	trophectoderm	209
E7_4	E7.4.210	lateICM_E7	E7	trophectoderm	210
E7_4	E7.4.211	lateICM_E7	E7	trophectoderm	211
E7_4	E7.4.212	lateICM_E7	E7	trophectoderm	212
E7_4	E7.4.213	lateICM_E7	E7	trophectoderm	213
E7_4	E7.4.214	lateICM_E7	E7	trophectoderm	214
E7_4	E7.4.216	lateICM_E7	E7	trophectoderm	216
E7_4	E7.4.217	lateICM_E7	E7	trophectoderm	217
E7_4	E7.4.218	lateICM_E7	E7	trophectoderm	218
E7_4	E7.4.219	lateICM_E7	E7	trophectoderm	219
E7_4	E7.4.220	lateICM_E7	E7	trophectoderm	220
E7_4	E7.4.221	lateICM_E7	E7	trophectoderm	221
E7_4	E7.4.222	lateICM_E7	E7	trophectoderm	222
E7_4	E7.4.223	lateICM_E7	E7	trophectoderm	223
E7_4	E7.4.224	lateICM_E7	E7	trophectoderm	224
E7_4	E7.4.225	lateICM_E7	E7	trophectoderm	225
E7_4	E7.4.226	lateICM_E7	E7	trophectoderm	226
E7_4	E7.4.227	lateICM_E7	E7	trophectoderm	227
E7_4	E7.4.228	lateICM_E7	E7	trophectoderm	228
E7_4	E7.4.229	lateICM_E7	E7	trophectoderm	229
E7_4	E7.4.230	lateICM_E7	E7	trophectoderm	230
E7_5	E7.5.231	lateICM_E7	E7	trophectoderm	231
E7_5	E7.5.232	lateICM_E7	E7	trophectoderm	232
E7_5	E7.5.233	lateICM_E7	E7	trophectoderm	233
E7_5	E7.5.235	lateICM_E7	E7	trophectoderm	235
E7_5	E7.5.237	lateICM_E7	E7	trophectoderm	237
E7_5	E7.5.240	lateICM_E7	E7	trophectoderm	240
E7_5	E7.5.241	lateICM_E7	E7	trophectoderm	241
E7_5	E7.5.243	lateICM_E7	E7	trophectoderm	243
E7_5	E7.5.245	lateICM_E7	E7	trophectoderm	245
E7_5	E7.5.246	lateICM_E7	E7	trophectoderm	246
E7_6	E7.6.247	lateICM_E7	E7	trophectoderm	247
E7_6	E7.6.248	lateICM_E7	E7	trophectoderm	248
E7_6	E7.6.249	lateICM_E7	E7	trophectoderm	249
E7_6	E7.6.250	lateICM_E7	E7	trophectoderm	250
E7_6	E7.6.251	lateICM_E7	E7	trophectoderm	251
E7_6	E7.6.252	lateICM_E7	E7	trophectoderm	252
E7_6	E7.6.253	lateICM_E7	E7	trophectoderm	253
E7_6	E7.6.254	lateICM_E7	E7	trophectoderm	254
E7_6	E7.6.255	lateICM_E7	E7	trophectoderm	255
E7_6	E7.6.256	lateICM_E7	E7	trophectoderm	256
E7_6	E7.6.257	lateICM_E7	E7	trophectoderm	257
E7_6	E7.6.258	lateICM_E7	E7	trophectoderm	258
E7_6	E7.6.259	lateICM_E7	E7	trophectoderm	259
E7_6	E7.6.260	lateICM_E7	E7	trophectoderm	260
E7_6	E7.6.261	lateICM_E7	E7	trophectoderm	261
E7_6	E7.6.262	lateICM_E7	E7	epiblast	262
E7_6	E7.6.263	lateICM_E7	E7	trophectoderm	263
E7_6	E7.6.264	lateICM_E7	E7	intermediate	264
E7_6	E7.6.265	lateICM_E7	E7	intermediate	265
E7_6	E7.6.266	lateICM_E7	E7	intermediate	266
E7_6	E7.6.267	lateICM_E7	E7	trophectoderm	267
E7_6	E7.6.273	lateICM_E7	E7	trophectoderm	273
E7_6	E7.6.274	lateICM_E7	E7	trophectoderm	274
E7_6	E7.6.275	lateICM_E7	E7	trophectoderm	275
E7_6	E7.6.276	lateICM_E7	E7	trophectoderm	276
E7_6	E7.6.278	lateICM_E7	E7	trophectoderm	278
E7_6	E7.6.279	lateICM_E7	E7	trophectoderm	279
E7_7	E7.7.280	lateICM_E7	E7	trophectoderm	280
E7_7	E7.7.281	lateICM_E7	E7	trophectoderm	281
E7_7	E7.7.282	lateICM_E7	E7	trophectoderm	282
E7_7	E7.7.283	lateICM_E7	E7	trophectoderm	283
E7_7	E7.7.284	lateICM_E7	E7	trophectoderm	284
E7_7	E7.7.285	lateICM_E7	E7	trophectoderm	285
E7_7	E7.7.286	lateICM_E7	E7	trophectoderm	286
E7_7	E7.7.291	lateICM_E7	E7	trophectoderm	291
E7_7	E7.7.292	lateICM_E7	E7	trophectoderm	292
E7_7	E7.7.293	lateICM_E7	E7	trophectoderm	293
E7_7	E7.7.294	lateICM_E7	E7	trophectoderm	294
E7_7	E7.7.298	lateICM_E7	E7	trophectoderm	298
E7_7	E7.7.299	lateICM_E7	E7	trophectoderm	299
E7_7	E7.7.300	lateICM_E7	E7	trophectoderm	300
E7_7	E7.7.301	lateICM_E7	E7	trophectoderm	301
E7_7	E7.7.302	lateICM_E7	E7	trophectoderm	302
E7_7	E7.7.303	lateICM_E7	E7	trophectoderm	303
E7_7	E7.7.307	lateICM_E7	E7	trophectoderm	307
E7_7	E7.7.308	lateICM_E7	E7	trophectoderm	308
E7_7	E7.7.309	lateICM_E7	E7	trophectoderm	309
E7_7	E7.7.310	lateICM_E7	E7	trophectoderm	310
E7_8	E7.8.311	lateICM_E7	E7	epiblast	311
E7_8	E7.8.312	lateICM_E7	E7	epiblast	312
E7_8	E7.8.313	lateICM_E7	E7	trophectoderm	313
E7_8	E7.8.314	lateICM_E7	E7	trophectoderm	314
E7_8	E7.8.315	lateICM_E7	E7	trophectoderm	315
E7_8	E7.8.316	lateICM_E7	E7	trophectoderm	316
E7_8	E7.8.317	lateICM_E7	E7	epiblast	317
E7_8	E7.8.318	lateICM_E7	E7	intermediate	318
E7_8	E7.8.319	lateICM_E7	E7	trophectoderm	319
E7_8	E7.8.320	lateICM_E7	E7	trophectoderm	320
E7_8	E7.8.321	lateICM_E7	E7	trophectoderm	321
E7_8	E7.8.322	lateICM_E7	E7	trophectoderm	322
E7_8	E7.8.323	lateICM_E7	E7	trophectoderm	323
E7_8	E7.8.324	lateICM_E7	E7	trophectoderm	324
E7_8	E7.8.325	lateICM_E7	E7	trophectoderm	325
E7_8	E7.8.327	lateICM_E7	E7	primitive_endoderm	327
E7_8	E7.8.328	lateICM_E7	E7	intermediate	328
E7_8	E7.8.329	lateICM_E7	E7	epiblast	329
E7_8	E7.8.330	lateICM_E7	E7	intermediate	330
E7_8	E7.8.331	lateICM_E7	E7	trophectoderm	331
E7_8	E7.8.333	lateICM_E7	E7	intermediate	333
E7_8	E7.8.335	lateICM_E7	E7	intermediate	335
E7_8	E7.8.339	lateICM_E7	E7	intermediate	339
E7_8	E7.8.340	lateICM_E7	E7	trophectoderm	340
E7_8	E7.8.341	lateICM_E7	E7	trophectoderm	341
E7_8	E7.8.342	lateICM_E7	E7	intermediate	342
E7_8	E7.8.343	lateICM_E7	E7	intermediate	343
E7_8	E7.8.344	lateICM_E7	E7	intermediate	344
E7_8	E7.8.347	lateICM_E7	E7	intermediate	347
E7_8	E7.8.348	lateICM_E7	E7	trophectoderm	348
E7_8	E7.8.350	lateICM_E7	E7	trophectoderm	350
E7_9	E7.9.531	lateICM_E7	E7	trophectoderm	531
E7_9	E7.9.532	lateICM_E7	E7	trophectoderm	532
E7_9	E7.9.534	lateICM_E7	E7	trophectoderm	534
E7_9	E7.9.535	lateICM_E7	E7	trophectoderm	535
E7_9	E7.9.536	lateICM_E7	E7	trophectoderm	536
E7_9	E7.9.537	lateICM_E7	E7	trophectoderm	537
E7_9	E7.9.538	lateICM_E7	E7	trophectoderm	538
E7_9	E7.9.539	lateICM_E7	E7	intermediate	539
E7_9	E7.9.540	lateICM_E7	E7	trophectoderm	540
E7_9	E7.9.541	lateICM_E7	E7	trophectoderm	541
E7_9	E7.9.542	lateICM_E7	E7	trophectoderm	542
E7_9	E7.9.543	lateICM_E7	E7	trophectoderm	543
E7_9	E7.9.544	lateICM_E7	E7	trophectoderm	544
E7_9	E7.9.545	lateICM_E7	E7	trophectoderm	545
E7_9	E7.9.546	lateICM_E7	E7	trophectoderm	546
E7_9	E7.9.547	lateICM_E7	E7	epiblast	547
E7_9	E7.9.548	lateICM_E7	E7	trophectoderm	548
E7_9	E7.9.549	lateICM_E7	E7	trophectoderm	549
E7_9	E7.9.550	lateICM_E7	E7	primitive_endoderm	550
E7_9	E7.9.551	lateICM_E7	E7	trophectoderm	551
E7_9	E7.9.554	lateICM_E7	E7	epiblast	554
E7_9	E7.9.555	lateICM_E7	E7	trophectoderm	555
E7_9	E7.9.556	lateICM_E7	E7	epiblast	556
E7_9	E7.9.557	lateICM_E7	E7	trophectoderm	557
E7_9	E7.9.558	lateICM_E7	E7	trophectoderm	558
E7_9	E7.9.559	lateICM_E7	E7	trophectoderm	559
E7_9	E7.9.560	lateICM_E7	E7	trophectoderm	560
E7_9	E7.9.561	lateICM_E7	E7	trophectoderm	561
E7_9	E7.9.562	lateICM_E7	E7	intermediate	562
E7_9	E7.9.563	lateICM_E7	E7	trophectoderm	563
E7_9	E7.9.564	lateICM_E7	E7	trophectoderm	564
E7_9	E7.9.565	lateICM_E7	E7	trophectoderm	565
E7_9	E7.9.567	lateICM_E7	E7	trophectoderm	567
E7_9	E7.9.568	lateICM_E7	E7	intermediate	568
E7_9	E7.9.569	lateICM_E7	E7	epiblast	569
E7_9	E7.9.570	lateICM_E7	E7	trophectoderm	570
E7_9	E7.9.571	lateICM_E7	E7	epiblast	571
E7_9	E7.9.573	lateICM_E7	E7	intermediate	573
E7_9	E7.9.574	lateICM_E7	E7	trophectoderm	574
